customer_id,lead_date,acquisition_channel,channel_type,region,device,age_group,signup_date,verified_date,first_conversion_date,plan_tier
C101673,2025-02-21,Google Ads,Paid,India,Desktop,25-34,,,,Not Converted
C101674,2024-11-18,Referral,Organic,UAE,Mobile,35-44,2024-11-20,2024-11-22,,Not Converted
C101675,2025-09-09,Referral,Organic,India,Mobile,35-44,2025-09-11,,,Not Converted
C101676,2025-12-20,Direct,Organic,United States,Desktop,25-34,2025-12-22,2025-12-24,,Not Converted
C101677,2025-08-26,Organic Search,Organic,India,Mobile,45-54,2025-08-27,2025-08-29,,Not Converted
C101678,2025-06-02,Meta Ads,Paid,UAE,Desktop,55+,,,,Not Converted
C101679,2025-08-27,Referral,Organic,UAE,Tablet,25-34,2025-08-27,2025-08-27,2025-09-11,Business
C101680,2025-07-24,Organic Search,Organic,India,Desktop,25-34,,,,Not Converted
C101681,2024-06-12,Referral,Organic,Singapore,Mobile,25-34,2024-06-15,2024-06-16,2024-06-26,Pro
C101682,2024-03-21,LinkedIn Ads,Paid,United States,Desktop,55+,2024-03-23,2024-03-24,,Not Converted
C101683,2025-11-10,Organic Search,Organic,United States,Mobile,18-24,2025-11-10,2025-11-10,2025-11-13,Pro
C101684,2025-04-24,Organic Search,Organic,United States,Desktop,25-34,2025-04-27,2025-04-28,2025-05-04,Free
C101685,2025-08-21,Direct,Organic,India,Desktop,25-34,2025-08-21,2025-08-23,2025-08-24,Pro
C101686,2024-11-22,Organic Search,Organic,India,Desktop,35-44,2024-11-25,2024-11-25,2024-12-12,Business
C101687,2024-12-26,Google Ads,Paid,India,Desktop,35-44,,,,Not Converted
C101688,2024-06-03,Direct,Organic,India,Desktop,35-44,2024-06-06,2024-06-06,,Not Converted
C101689,2025-09-11,LinkedIn Ads,Paid,India,Mobile,25-34,2025-09-14,2025-09-14,2025-10-04,Free
C101690,2025-11-05,Google Ads,Paid,UAE,Mobile,35-44,,,,Not Converted
C101691,2025-08-07,Direct,Organic,UAE,Desktop,25-34,,,,Not Converted
C101692,2024-10-02,Google Ads,Paid,United Kingdom,Mobile,55+,2024-10-03,2024-10-03,,Not Converted
C101693,2024-11-19,Organic Search,Organic,India,Desktop,25-34,,,,Not Converted
C101694,2025-07-27,Direct,Organic,United Kingdom,Mobile,25-34,2025-07-30,2025-08-01,,Not Converted
C101695,2025-12-01,Google Ads,Paid,UAE,Desktop,25-34,2025-12-01,2025-12-01,2025-12-10,Pro
C101696,2024-06-07,LinkedIn Ads,Paid,United States,Desktop,45-54,,,,Not Converted
C101697,2025-10-28,Organic Search,Organic,United States,Desktop,35-44,2025-10-29,2025-10-29,2025-11-09,Business
C101698,2025-09-10,Organic Search,Organic,UAE,Desktop,55+,2025-09-11,2025-09-11,,Not Converted
C101699,2025-09-24,LinkedIn Ads,Paid,India,Desktop,35-44,2025-09-24,2025-09-25,2025-10-14,Pro
C101700,2025-08-17,LinkedIn Ads,Paid,India,Tablet,55+,,,,Not Converted
C101701,2025-03-23,Google Ads,Paid,India,Desktop,35-44,2025-03-23,2025-03-25,,Not Converted
C101702,2025-05-11,Google Ads,Paid,United Kingdom,Mobile,25-34,,,,Not Converted
C101703,2024-11-09,LinkedIn Ads,Paid,United States,Mobile,25-34,,,,Not Converted
C101704,2024-11-22,Google Ads,Paid,United Kingdom,Desktop,18-24,,,,Not Converted
C101705,2024-08-09,LinkedIn Ads,Paid,United States,Mobile,45-54,2024-08-12,,,Not Converted
C101706,2024-06-08,Direct,Organic,United States,Mobile,35-44,2024-06-11,2024-06-12,,Not Converted
C101707,2024-12-31,Meta Ads,Paid,United States,Mobile,55+,2025-01-01,,,Not Converted
C101708,2024-12-02,Referral,Organic,United States,Desktop,45-54,,,,Not Converted
C101709,2025-09-13,Referral,Organic,United Kingdom,Desktop,25-34,2025-09-14,2025-09-15,2025-09-27,Business
C101710,2025-10-25,Google Ads,Paid,India,Mobile,18-24,,,,Not Converted
C101711,2025-08-02,Referral,Organic,United States,Mobile,35-44,,,,Not Converted
C101712,2024-03-30,Meta Ads,Paid,UAE,Desktop,45-54,2024-03-30,2024-04-01,2024-04-17,Pro
C101713,2025-08-04,LinkedIn Ads,Paid,India,Mobile,25-34,2025-08-05,2025-08-06,2025-08-26,Pro
C101714,2024-02-12,Organic Search,Organic,United States,Mobile,55+,,,,Not Converted
C101715,2024-09-19,Organic Search,Organic,India,Mobile,18-24,,,,Not Converted
C101716,2025-05-01,Organic Search,Organic,India,Mobile,35-44,2025-05-03,2025-05-05,2025-05-15,Pro
C101717,2025-06-24,Referral,Organic,Singapore,Mobile,18-24,2025-06-24,2025-06-25,,Not Converted
C101718,2025-05-27,LinkedIn Ads,Paid,India,Mobile,35-44,,,,Not Converted
C101719,2024-07-12,LinkedIn Ads,Paid,United States,Desktop,25-34,2024-07-14,2024-07-15,2024-07-19,Pro
C101720,2025-01-12,LinkedIn Ads,Paid,India,Desktop,25-34,,,,Not Converted
C101721,2025-01-31,Google Ads,Paid,United Kingdom,Mobile,35-44,2025-01-31,2025-02-01,2025-02-20,Business
C101722,2024-06-18,Meta Ads,Paid,India,Mobile,35-44,,,,Not Converted
C101723,2025-01-23,Referral,Organic,India,Mobile,35-44,2025-01-26,2025-01-27,2025-02-09,Pro
C101724,2025-11-27,Organic Search,Organic,India,Mobile,35-44,2025-11-28,2025-11-28,,Not Converted
C101725,2025-04-22,Direct,Organic,India,Mobile,25-34,2025-04-25,2025-04-26,2025-05-02,Business
C101726,2025-04-15,Meta Ads,Paid,United States,Tablet,25-34,2025-04-17,2025-04-19,2025-05-06,Pro
C101727,2024-09-01,Meta Ads,Paid,United Kingdom,Mobile,35-44,2024-09-01,2024-09-03,,Not Converted
C101728,2024-11-18,Google Ads,Paid,United States,Mobile,45-54,2024-11-19,2024-11-21,2024-11-30,Pro
C101729,2025-07-11,Meta Ads,Paid,India,Mobile,25-34,2025-07-14,2025-07-15,,Not Converted
C101730,2024-08-26,LinkedIn Ads,Paid,Singapore,Desktop,25-34,2024-08-29,2024-08-29,2024-09-17,Free
C101731,2025-11-21,Meta Ads,Paid,United States,Desktop,35-44,,,,Not Converted
C101732,2025-05-18,Google Ads,Paid,United States,Mobile,55+,,,,Not Converted
C101733,2024-11-12,Google Ads,Paid,United Kingdom,Tablet,45-54,2024-11-14,,,Not Converted
C101734,2024-05-19,LinkedIn Ads,Paid,UAE,Desktop,45-54,2024-05-19,2024-05-20,,Not Converted
C101735,2025-02-28,Direct,Organic,Singapore,Tablet,25-34,,,,Not Converted
C101736,2024-08-31,LinkedIn Ads,Paid,United States,Desktop,25-34,,,,Not Converted
C101737,2025-08-03,Meta Ads,Paid,India,Mobile,25-34,,,,Not Converted
C101738,2025-12-27,Direct,Organic,Singapore,Mobile,25-34,2025-12-30,2025-12-31,2026-01-05,Business
C101739,2025-05-20,Direct,Organic,India,Mobile,25-34,2025-05-22,2025-05-22,,Not Converted
C101740,2025-03-28,LinkedIn Ads,Paid,United States,Desktop,45-54,2025-03-31,2025-04-01,2025-04-21,Pro
C101741,2025-09-13,Direct,Organic,India,Tablet,25-34,2025-09-14,2025-09-16,,Not Converted
C101742,2025-02-05,Meta Ads,Paid,Singapore,Mobile,45-54,,,,Not Converted
C101743,2025-10-16,Organic Search,Organic,United States,Tablet,55+,2025-10-16,2025-10-16,,Not Converted
C101744,2025-05-01,Direct,Organic,Singapore,Desktop,18-24,2025-05-01,2025-05-02,,Not Converted
C101745,2025-12-07,Google Ads,Paid,United States,Tablet,35-44,,,,Not Converted
C101746,2024-04-17,Google Ads,Paid,India,Tablet,55+,2024-04-19,2024-04-21,2024-05-05,Business
C101747,2024-09-09,Meta Ads,Paid,India,Mobile,35-44,2024-09-12,2024-09-14,2024-10-04,Business
C101748,2025-02-02,Organic Search,Organic,United States,Mobile,25-34,2025-02-04,2025-02-04,,Not Converted
C101749,2025-03-22,Referral,Organic,United Kingdom,Tablet,18-24,2025-03-22,2025-03-23,,Not Converted
C101750,2025-12-05,Organic Search,Organic,India,Mobile,18-24,2025-12-06,2025-12-07,,Not Converted
C101751,2024-09-13,Organic Search,Organic,UAE,Mobile,25-34,2024-09-14,2024-09-16,2024-09-22,Pro
C101752,2025-11-18,Referral,Organic,India,Mobile,25-34,,,,Not Converted
C101753,2024-04-19,Google Ads,Paid,UAE,Mobile,18-24,,,,Not Converted
C101754,2025-09-01,LinkedIn Ads,Paid,India,Desktop,55+,2025-09-03,,,Not Converted
C101755,2024-08-15,Google Ads,Paid,United States,Desktop,25-34,2024-08-18,2024-08-19,,Not Converted
C101756,2025-12-13,LinkedIn Ads,Paid,India,Mobile,35-44,2025-12-16,2025-12-16,,Not Converted
C101757,2025-03-21,Organic Search,Organic,United Kingdom,Desktop,25-34,2025-03-21,2025-03-22,,Not Converted
C101758,2024-01-31,LinkedIn Ads,Paid,India,Desktop,35-44,2024-01-31,2024-02-01,,Not Converted
C101759,2025-09-19,Google Ads,Paid,United Kingdom,Mobile,25-34,2025-09-21,2025-09-22,,Not Converted
C101760,2025-05-26,LinkedIn Ads,Paid,India,Mobile,18-24,2025-05-26,2025-05-28,,Not Converted
C101761,2024-03-17,Meta Ads,Paid,United States,Mobile,25-34,2024-03-19,2024-03-19,2024-04-05,Business
C101762,2024-05-18,Organic Search,Organic,India,Desktop,45-54,2024-05-18,2024-05-20,,Not Converted
C101763,2025-06-30,LinkedIn Ads,Paid,United Kingdom,Mobile,35-44,2025-07-01,2025-07-01,2025-07-13,Free
C101764,2024-08-21,Referral,Organic,UAE,Mobile,35-44,2024-08-23,2024-08-24,,Not Converted
C101765,2024-11-08,Google Ads,Paid,United States,Mobile,35-44,,,,Not Converted
C101766,2025-07-20,Organic Search,Organic,United States,Desktop,25-34,2025-07-23,,,Not Converted
C101767,2024-04-22,Direct,Organic,India,Desktop,45-54,,,,Not Converted
C101768,2024-08-20,Google Ads,Paid,United Kingdom,Desktop,55+,2024-08-22,2024-08-24,,Not Converted
C101769,2025-04-23,Direct,Organic,India,Mobile,45-54,2025-04-23,2025-04-24,,Not Converted
C101770,2025-08-16,LinkedIn Ads,Paid,India,Mobile,35-44,,,,Not Converted
C101771,2024-06-03,Google Ads,Paid,United States,Desktop,25-34,2024-06-05,2024-06-05,,Not Converted
C101772,2024-10-31,LinkedIn Ads,Paid,United Kingdom,Tablet,18-24,,,,Not Converted
C101773,2025-12-11,Google Ads,Paid,India,Desktop,18-24,2025-12-11,2025-12-11,,Not Converted
C101774,2024-09-06,Google Ads,Paid,India,Desktop,35-44,,,,Not Converted
C101775,2025-05-18,LinkedIn Ads,Paid,India,Mobile,25-34,,,,Not Converted
C101776,2024-10-02,Direct,Organic,Singapore,Desktop,35-44,2024-10-05,,,Not Converted
C101777,2025-12-18,Meta Ads,Paid,Singapore,Mobile,45-54,,,,Not Converted
C101778,2025-12-06,Organic Search,Organic,United States,Desktop,35-44,2025-12-06,2025-12-07,,Not Converted
C101779,2024-04-24,Google Ads,Paid,United States,Mobile,18-24,2024-04-27,2024-04-28,,Not Converted
C101780,2025-08-11,Direct,Organic,Singapore,Mobile,18-24,,,,Not Converted
C101781,2024-05-13,Organic Search,Organic,India,Tablet,25-34,,,,Not Converted
C101782,2025-09-17,Google Ads,Paid,UAE,Mobile,18-24,,,,Not Converted
C101783,2025-09-19,LinkedIn Ads,Paid,United Kingdom,Mobile,45-54,,,,Not Converted
C101784,2025-02-20,Organic Search,Organic,UAE,Mobile,45-54,,,,Not Converted
C101785,2025-06-07,Google Ads,Paid,India,Desktop,55+,,,,Not Converted
C101786,2025-03-26,Google Ads,Paid,United States,Mobile,25-34,2025-03-27,,,Not Converted
C101787,2025-09-21,Organic Search,Organic,India,Mobile,55+,2025-09-24,2025-09-26,,Not Converted
C101788,2024-12-24,LinkedIn Ads,Paid,India,Desktop,35-44,,,,Not Converted
C101789,2025-08-12,Direct,Organic,United States,Desktop,25-34,2025-08-15,2025-08-17,2025-08-26,Free
C101790,2024-12-04,Referral,Organic,India,Mobile,45-54,2024-12-04,2024-12-05,2024-12-15,Pro
C101791,2025-03-29,Meta Ads,Paid,UAE,Desktop,25-34,,,,Not Converted
C101792,2024-12-01,LinkedIn Ads,Paid,Singapore,Mobile,35-44,,,,Not Converted
C101793,2025-08-03,LinkedIn Ads,Paid,United Kingdom,Mobile,35-44,2025-08-05,2025-08-05,2025-08-16,Free
C101794,2025-06-20,Direct,Organic,United States,Mobile,55+,2025-06-23,,,Not Converted
C101795,2025-07-30,Direct,Organic,India,Mobile,55+,,,,Not Converted
C101796,2025-10-18,Referral,Organic,India,Mobile,35-44,2025-10-21,2025-10-23,2025-11-04,Free
C101797,2024-04-15,Referral,Organic,United States,Desktop,45-54,2024-04-18,2024-04-18,,Not Converted
C101798,2024-08-08,LinkedIn Ads,Paid,United States,Mobile,25-34,2024-08-11,2024-08-11,,Not Converted
C101799,2025-09-29,Referral,Organic,United Kingdom,Tablet,18-24,2025-09-30,2025-09-30,2025-10-12,Business
C101800,2025-12-18,Google Ads,Paid,Singapore,Desktop,18-24,2025-12-18,2025-12-19,,Not Converted
C101801,2024-05-03,Organic Search,Organic,India,Mobile,35-44,2024-05-06,2024-05-07,,Not Converted
C101802,2025-09-22,Google Ads,Paid,United States,Mobile,18-24,2025-09-23,2025-09-24,,Not Converted
C101803,2024-03-12,LinkedIn Ads,Paid,United States,Desktop,45-54,2024-03-15,2024-03-17,,Not Converted
C101804,2024-09-05,LinkedIn Ads,Paid,UAE,Mobile,25-34,2024-09-06,2024-09-06,,Not Converted
C101805,2025-03-14,Direct,Organic,United Kingdom,Mobile,18-24,2025-03-17,2025-03-19,,Not Converted
C101806,2025-06-13,LinkedIn Ads,Paid,United Kingdom,Mobile,18-24,2025-06-16,,,Not Converted
C101807,2025-08-10,Direct,Organic,UAE,Desktop,25-34,2025-08-12,2025-08-13,,Not Converted
C101808,2025-04-24,Referral,Organic,India,Desktop,25-34,2025-04-25,2025-04-27,,Not Converted
C101809,2024-03-27,Direct,Organic,Singapore,Mobile,25-34,2024-03-27,,,Not Converted
C101810,2025-02-02,Referral,Organic,United States,Desktop,18-24,2025-02-02,2025-02-04,,Not Converted
C101811,2024-04-15,Organic Search,Organic,United Kingdom,Mobile,25-34,2024-04-18,2024-04-20,,Not Converted
C101812,2024-10-31,Direct,Organic,United Kingdom,Mobile,55+,2024-11-02,2024-11-04,,Not Converted
C101813,2025-08-23,Referral,Organic,Singapore,Mobile,25-34,2025-08-23,2025-08-23,,Not Converted
C101814,2024-11-25,Referral,Organic,UAE,Mobile,45-54,,,,Not Converted
C101815,2024-09-24,Meta Ads,Paid,India,Mobile,55+,2024-09-27,2024-09-27,,Not Converted
C101816,2024-12-12,Meta Ads,Paid,India,Desktop,35-44,2024-12-14,2024-12-16,2024-12-25,Pro
C101817,2024-09-21,Direct,Organic,India,Desktop,18-24,2024-09-21,2024-09-22,,Not Converted
C101818,2025-04-11,Direct,Organic,United Kingdom,Mobile,55+,2025-04-14,2025-04-14,2025-04-25,Pro
C101819,2024-11-06,Direct,Organic,United Kingdom,Mobile,25-34,,,,Not Converted
C101820,2025-07-30,Meta Ads,Paid,India,Tablet,35-44,,,,Not Converted
C101821,2025-01-20,Google Ads,Paid,India,Desktop,55+,,,,Not Converted
C101822,2025-06-23,Direct,Organic,United Kingdom,Desktop,25-34,2025-06-26,2025-06-28,2025-07-14,Pro
C101823,2025-07-06,Google Ads,Paid,UAE,Mobile,45-54,,,,Not Converted
C101824,2025-04-20,LinkedIn Ads,Paid,United Kingdom,Desktop,35-44,2025-04-23,2025-04-24,,Not Converted
C101825,2025-03-17,Referral,Organic,India,Mobile,18-24,2025-03-18,2025-03-19,2025-03-22,Pro
C101826,2025-08-24,Meta Ads,Paid,India,Mobile,25-34,2025-08-24,2025-08-25,,Not Converted
C101827,2024-10-24,Direct,Organic,UAE,Mobile,35-44,2024-10-27,2024-10-28,2024-11-03,Business
C101828,2024-10-15,Meta Ads,Paid,United States,Desktop,35-44,2024-10-17,2024-10-18,2024-10-29,Business
C101829,2025-10-12,Meta Ads,Paid,United Kingdom,Mobile,35-44,2025-10-15,2025-10-17,,Not Converted
C101830,2025-04-05,Direct,Organic,India,Mobile,25-34,2025-04-06,2025-04-08,,Not Converted
C101831,2025-07-14,Organic Search,Organic,Singapore,Mobile,35-44,2025-07-17,2025-07-19,2025-08-01,Business
C101832,2024-10-16,Direct,Organic,United Kingdom,Mobile,18-24,,,,Not Converted
C101833,2024-03-06,Direct,Organic,India,Mobile,25-34,,,,Not Converted
C101834,2025-09-01,Organic Search,Organic,United States,Desktop,25-34,2025-09-04,2025-09-05,2025-09-24,Pro
C101835,2025-12-17,LinkedIn Ads,Paid,United States,Desktop,55+,,,,Not Converted
C101836,2024-12-20,Direct,Organic,India,Mobile,18-24,2024-12-23,2024-12-25,,Not Converted
C101837,2025-03-24,LinkedIn Ads,Paid,India,Mobile,35-44,,,,Not Converted
C101838,2025-07-03,Referral,Organic,United States,Desktop,35-44,,,,Not Converted
C101839,2024-11-28,Direct,Organic,UAE,Mobile,25-34,2024-11-28,2024-11-30,,Not Converted
C101840,2024-10-11,Organic Search,Organic,United Kingdom,Tablet,35-44,2024-10-11,2024-10-13,2024-10-25,Free
C101841,2024-07-09,Meta Ads,Paid,India,Desktop,35-44,2024-07-11,2024-07-13,2024-07-17,Pro
C101842,2025-04-30,Meta Ads,Paid,UAE,Mobile,35-44,2025-05-02,2025-05-04,,Not Converted
C101843,2024-06-01,Organic Search,Organic,India,Desktop,45-54,2024-06-01,2024-06-03,2024-06-23,Pro
C101844,2024-11-28,Google Ads,Paid,India,Desktop,35-44,2024-11-28,2024-11-30,,Not Converted
C101845,2025-03-26,LinkedIn Ads,Paid,United States,Mobile,55+,2025-03-27,,,Not Converted
C101846,2024-05-31,Referral,Organic,United Kingdom,Mobile,55+,2024-05-31,2024-06-01,2024-06-15,Pro
C101847,2025-12-06,Organic Search,Organic,India,Desktop,18-24,2025-12-08,2025-12-09,,Not Converted
C101848,2025-07-13,Direct,Organic,UAE,Mobile,25-34,2025-07-14,2025-07-16,2025-07-27,Free
C101849,2025-10-25,Google Ads,Paid,India,Desktop,18-24,2025-10-28,2025-10-29,2025-11-11,Free
C101850,2024-03-30,Direct,Organic,Singapore,Tablet,25-34,2024-04-01,2024-04-03,2024-04-12,Pro
C101851,2025-06-14,LinkedIn Ads,Paid,United States,Desktop,18-24,,,,Not Converted
C101852,2025-10-12,Google Ads,Paid,UAE,Desktop,18-24,,,,Not Converted
C101853,2024-12-29,Google Ads,Paid,United States,Desktop,45-54,,,,Not Converted
C101854,2024-05-10,LinkedIn Ads,Paid,UAE,Desktop,35-44,2024-05-10,2024-05-10,,Not Converted
C101855,2025-06-21,Direct,Organic,India,Desktop,25-34,2025-06-21,2025-06-21,,Not Converted
C101856,2025-03-03,Meta Ads,Paid,India,Mobile,55+,,,,Not Converted
C101857,2024-12-14,Google Ads,Paid,India,Mobile,25-34,2024-12-16,2024-12-17,,Not Converted
C101858,2025-01-01,Organic Search,Organic,India,Mobile,25-34,,,,Not Converted
C101859,2025-06-09,Direct,Organic,United States,Desktop,25-34,2025-06-09,2025-06-09,,Not Converted
C101860,2024-05-01,Meta Ads,Paid,United States,Mobile,35-44,2024-05-02,2024-05-04,,Not Converted
C101861,2024-09-13,Direct,Organic,India,Mobile,25-34,,,,Not Converted
C101862,2024-06-11,Organic Search,Organic,India,Desktop,25-34,2024-06-12,,,Not Converted
C101863,2025-01-30,Organic Search,Organic,India,Mobile,35-44,2025-02-01,2025-02-01,,Not Converted
C101864,2024-03-09,Direct,Organic,Singapore,Mobile,45-54,,,,Not Converted
C101865,2024-07-16,Direct,Organic,United States,Desktop,55+,,,,Not Converted
C101866,2025-08-16,LinkedIn Ads,Paid,United States,Desktop,25-34,2025-08-17,2025-08-17,,Not Converted
C101867,2025-03-29,Direct,Organic,UAE,Mobile,45-54,2025-03-29,,,Not Converted
C101868,2025-08-15,Organic Search,Organic,India,Mobile,18-24,2025-08-18,2025-08-19,2025-09-02,Free
C101869,2024-11-28,Referral,Organic,United Kingdom,Desktop,35-44,,,,Not Converted
C101870,2024-06-19,LinkedIn Ads,Paid,United States,Desktop,18-24,2024-06-19,2024-06-19,2024-07-09,Pro
C101871,2025-07-07,Direct,Organic,India,Mobile,35-44,,,,Not Converted
C101872,2025-03-24,Direct,Organic,India,Mobile,25-34,2025-03-27,,,Not Converted
C101873,2025-07-08,Google Ads,Paid,India,Mobile,25-34,,,,Not Converted
C101874,2024-08-13,LinkedIn Ads,Paid,United States,Desktop,35-44,2024-08-14,2024-08-14,,Not Converted
C101875,2025-06-05,Direct,Organic,United States,Mobile,35-44,,,,Not Converted
C101876,2025-01-18,Google Ads,Paid,India,Desktop,25-34,2025-01-19,2025-01-20,2025-01-30,Business
C101877,2024-04-28,Google Ads,Paid,United States,Desktop,25-34,2024-04-29,2024-04-29,,Not Converted
C101878,2025-05-12,Direct,Organic,India,Mobile,35-44,2025-05-14,2025-05-16,2025-06-03,Free
C101879,2025-08-21,Direct,Organic,India,Desktop,18-24,,,,Not Converted
C101880,2025-05-08,Google Ads,Paid,United States,Desktop,35-44,2025-05-11,2025-05-12,2025-05-31,Business
C101881,2024-06-09,Direct,Organic,India,Desktop,25-34,2024-06-11,2024-06-12,,Not Converted
C101882,2024-04-08,LinkedIn Ads,Paid,UAE,Tablet,25-34,,,,Not Converted
C101883,2024-09-20,Meta Ads,Paid,India,Desktop,45-54,,,,Not Converted
C101884,2024-06-07,Organic Search,Organic,UAE,Desktop,35-44,,,,Not Converted
C101885,2025-01-04,Meta Ads,Paid,India,Mobile,18-24,2025-01-04,2025-01-06,2025-01-21,Pro
C101886,2025-09-28,Google Ads,Paid,India,Desktop,55+,2025-09-28,2025-09-28,2025-10-11,Pro
C101887,2024-08-16,Referral,Organic,United Kingdom,Desktop,35-44,2024-08-17,2024-08-18,,Not Converted
C101888,2025-06-04,LinkedIn Ads,Paid,United States,Desktop,35-44,2025-06-07,2025-06-08,,Not Converted
C101889,2025-12-28,Organic Search,Organic,UAE,Mobile,25-34,2025-12-31,2025-12-31,,Not Converted
C101890,2025-01-22,LinkedIn Ads,Paid,India,Mobile,45-54,2025-01-24,2025-01-25,,Not Converted
C101891,2025-03-12,Direct,Organic,United States,Mobile,25-34,2025-03-14,2025-03-14,,Not Converted
C101892,2025-09-19,LinkedIn Ads,Paid,Singapore,Mobile,25-34,,,,Not Converted
C101893,2024-06-14,Organic Search,Organic,United States,Mobile,18-24,2024-06-17,,,Not Converted
C101894,2025-10-13,Organic Search,Organic,India,Mobile,45-54,2025-10-15,2025-10-16,,Not Converted
C101895,2024-11-07,Organic Search,Organic,India,Mobile,35-44,,,,Not Converted
C101896,2025-12-24,Organic Search,Organic,India,Mobile,35-44,2025-12-27,2025-12-27,2026-01-04,Pro
C101897,2025-03-18,Google Ads,Paid,India,Mobile,25-34,,,,Not Converted
C101898,2024-09-14,Organic Search,Organic,United Kingdom,Tablet,25-34,2024-09-16,2024-09-17,,Not Converted
C101899,2025-03-28,Organic Search,Organic,United States,Mobile,35-44,2025-03-29,2025-03-30,2025-04-02,Free
C101900,2025-07-05,Meta Ads,Paid,India,Desktop,25-34,2025-07-07,2025-07-07,,Not Converted
C101901,2024-12-22,Direct,Organic,India,Desktop,55+,,,,Not Converted
C101902,2024-11-23,LinkedIn Ads,Paid,UAE,Desktop,18-24,2024-11-24,2024-11-25,,Not Converted
C101903,2025-11-05,Referral,Organic,United States,Desktop,35-44,2025-11-08,,,Not Converted
C101904,2025-01-15,Organic Search,Organic,UAE,Mobile,25-34,,,,Not Converted
C101905,2024-09-13,LinkedIn Ads,Paid,India,Mobile,25-34,,,,Not Converted
C101906,2024-09-05,Organic Search,Organic,United States,Mobile,18-24,2024-09-05,2024-09-07,,Not Converted
C101907,2024-10-27,LinkedIn Ads,Paid,India,Mobile,45-54,,,,Not Converted
C101908,2024-08-01,Organic Search,Organic,India,Desktop,35-44,2024-08-02,2024-08-02,,Not Converted
C101909,2024-06-22,Referral,Organic,United States,Mobile,25-34,2024-06-25,2024-06-25,,Not Converted
C101910,2025-09-18,Organic Search,Organic,Singapore,Mobile,25-34,2025-09-18,2025-09-19,2025-10-03,Pro
C101911,2025-08-08,Referral,Organic,India,Mobile,25-34,2025-08-08,2025-08-08,,Not Converted
C101912,2025-12-15,Referral,Organic,India,Mobile,25-34,2025-12-17,,,Not Converted
C101913,2024-10-04,Referral,Organic,Singapore,Mobile,25-34,,,,Not Converted
C101914,2025-06-20,Referral,Organic,India,Desktop,35-44,2025-06-21,2025-06-22,,Not Converted
C101915,2025-07-02,LinkedIn Ads,Paid,India,Desktop,35-44,,,,Not Converted
C101916,2025-12-11,LinkedIn Ads,Paid,UAE,Desktop,25-34,,,,Not Converted
C101917,2025-09-19,Google Ads,Paid,United Kingdom,Mobile,45-54,,,,Not Converted
C101918,2025-03-10,Referral,Organic,India,Mobile,18-24,2025-03-10,2025-03-11,,Not Converted
C101919,2025-08-29,Referral,Organic,United States,Mobile,25-34,,,,Not Converted
C101920,2025-07-21,Meta Ads,Paid,India,Mobile,25-34,2025-07-21,2025-07-23,,Not Converted
C101921,2025-07-05,Referral,Organic,India,Mobile,25-34,2025-07-06,2025-07-07,,Not Converted
C101922,2025-04-02,Meta Ads,Paid,UAE,Mobile,25-34,,,,Not Converted
C101923,2024-05-31,Meta Ads,Paid,India,Desktop,25-34,,,,Not Converted
C101924,2025-05-13,Meta Ads,Paid,India,Mobile,18-24,2025-05-13,2025-05-13,2025-05-30,Business
C101925,2025-12-16,Meta Ads,Paid,India,Tablet,35-44,2025-12-19,2025-12-21,2025-12-22,Pro
C101926,2025-10-28,Google Ads,Paid,Singapore,Mobile,25-34,2025-10-30,2025-10-31,,Not Converted
C101927,2025-03-31,LinkedIn Ads,Paid,United Kingdom,Tablet,25-34,,,,Not Converted
C101928,2024-03-25,LinkedIn Ads,Paid,United States,Mobile,25-34,,,,Not Converted
C101929,2025-04-17,Organic Search,Organic,United Kingdom,Mobile,25-34,2025-04-17,2025-04-19,,Not Converted
C101930,2025-07-25,LinkedIn Ads,Paid,United States,Desktop,25-34,,,,Not Converted
C101931,2024-09-05,LinkedIn Ads,Paid,India,Mobile,25-34,,,,Not Converted
C101932,2024-02-26,Direct,Organic,Singapore,Mobile,55+,,,,Not Converted
C101933,2025-02-06,Referral,Organic,India,Desktop,25-34,,,,Not Converted
C101934,2024-11-08,Direct,Organic,United Kingdom,Desktop,35-44,2024-11-09,2024-11-11,,Not Converted
C101935,2024-09-03,Referral,Organic,United States,Mobile,18-24,2024-09-03,2024-09-05,,Not Converted
C101936,2024-12-09,Referral,Organic,Singapore,Desktop,18-24,,,,Not Converted
C101937,2025-02-23,Google Ads,Paid,United States,Mobile,35-44,,,,Not Converted
C101938,2025-11-06,Organic Search,Organic,India,Mobile,45-54,,,,Not Converted
C101939,2024-11-15,Organic Search,Organic,United States,Mobile,18-24,2024-11-16,2024-11-17,,Not Converted
C101940,2024-07-10,LinkedIn Ads,Paid,Singapore,Mobile,35-44,2024-07-13,,,Not Converted
C101941,2025-08-02,Direct,Organic,India,Mobile,35-44,,,,Not Converted
C101942,2024-07-13,Direct,Organic,India,Mobile,18-24,2024-07-15,2024-07-15,2024-07-27,Business
C101943,2025-03-22,Meta Ads,Paid,India,Tablet,35-44,,,,Not Converted
C101944,2025-07-31,Google Ads,Paid,India,Desktop,55+,2025-08-03,2025-08-05,,Not Converted
C101945,2025-10-03,Google Ads,Paid,United Kingdom,Mobile,18-24,2025-10-03,,,Not Converted
C101946,2024-08-31,Organic Search,Organic,Singapore,Mobile,25-34,2024-08-31,2024-09-01,,Not Converted
C101947,2025-11-27,Google Ads,Paid,UAE,Mobile,35-44,,,,Not Converted
