customer_id,month,plan_tier,mrr,acquisition_channel,channel_type,region,cohort_month
C101274,2024-09-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2024-10-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2024-11-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2024-12-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-01-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-02-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-03-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-04-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-05-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-06-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-07-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101274,2025-08-01,Pro,29.0,Direct,Organic,Singapore,2024-09-01
C101284,2025-08-01,Pro,29.0,Meta Ads,Paid,India,2025-08-01
C101284,2025-09-01,Pro,29.0,Meta Ads,Paid,India,2025-08-01
C101284,2025-10-01,Pro,29.0,Meta Ads,Paid,India,2025-08-01
C101288,2025-07-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101288,2025-08-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101288,2025-09-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101288,2025-10-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101288,2025-11-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101288,2025-12-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101288,2026-01-01,Pro,29.0,Google Ads,Paid,India,2025-07-01
C101289,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101289,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101289,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101289,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101289,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101289,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101289,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2025-07-01
C101290,2025-07-01,Business,99.0,Direct,Organic,United Kingdom,2025-07-01
C101290,2025-08-01,Business,99.0,Direct,Organic,United Kingdom,2025-07-01
C101290,2025-09-01,Business,99.0,Direct,Organic,United Kingdom,2025-07-01
C101290,2025-10-01,Business,99.0,Direct,Organic,United Kingdom,2025-07-01
C101291,2025-10-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-10-01
C101291,2025-11-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-10-01
C101291,2025-12-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-10-01
C101291,2026-01-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-10-01
C101294,2024-08-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2024-09-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2024-10-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2024-11-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2024-12-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-01-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-02-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-03-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-04-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-05-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-06-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-07-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101294,2025-08-01,Pro,29.0,Meta Ads,Paid,United States,2024-08-01
C101296,2025-12-01,Pro,29.0,Organic Search,Organic,India,2025-12-01
C101296,2026-01-01,Pro,29.0,Organic Search,Organic,India,2025-12-01
C101297,2024-07-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2024-08-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2024-09-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2024-10-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2024-11-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2024-12-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2025-01-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101297,2025-02-01,Free,0.0,LinkedIn Ads,Paid,India,2024-07-01
C101299,2024-08-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2024-09-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2024-10-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2024-11-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2024-12-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-01-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-02-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-03-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101299,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-08-01
C101304,2024-06-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2024-07-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2024-08-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2024-09-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2024-10-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2024-11-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2024-12-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-01-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-02-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-03-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-04-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-05-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-06-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-07-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-08-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-09-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-10-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-11-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2025-12-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101304,2026-01-01,Free,0.0,LinkedIn Ads,Paid,United Kingdom,2024-06-01
C101306,2024-06-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2024-07-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2024-08-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2024-09-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2024-10-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2024-11-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2024-12-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-01-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-02-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-03-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-04-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-05-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-06-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-07-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-08-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-09-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-10-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-11-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2025-12-01,Free,0.0,Direct,Organic,India,2024-06-01
C101306,2026-01-01,Free,0.0,Direct,Organic,India,2024-06-01
C101316,2024-09-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2024-10-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2024-11-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2024-12-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-01-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-02-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-03-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-04-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-05-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-06-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-07-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-08-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-09-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-10-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-11-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2025-12-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101316,2026-01-01,Pro,29.0,Google Ads,Paid,United States,2024-09-01
C101321,2025-10-01,Free,0.0,Organic Search,Organic,UAE,2025-10-01
C101321,2025-11-01,Free,0.0,Organic Search,Organic,UAE,2025-10-01
C101323,2024-09-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2024-10-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2024-11-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2024-12-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-01-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-02-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-03-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101323,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-09-01
C101326,2024-11-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2024-12-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-01-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-02-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-03-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-04-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-05-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-06-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-07-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-08-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-09-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-10-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-11-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2025-12-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101326,2026-01-01,Free,0.0,Referral,Organic,UAE,2024-11-01
C101349,2025-03-01,Pro,29.0,Direct,Organic,India,2025-03-01
C101349,2025-04-01,Pro,29.0,Direct,Organic,India,2025-03-01
C101349,2025-05-01,Pro,29.0,Direct,Organic,India,2025-03-01
C101349,2025-06-01,Pro,29.0,Direct,Organic,India,2025-03-01
C101349,2025-07-01,Pro,29.0,Direct,Organic,India,2025-03-01
C101349,2025-08-01,Pro,29.0,Direct,Organic,India,2025-03-01
C101350,2025-11-01,Pro,29.0,Referral,Organic,India,2025-11-01
C101350,2025-12-01,Pro,29.0,Referral,Organic,India,2025-11-01
C101350,2026-01-01,Pro,29.0,Referral,Organic,India,2025-11-01
C101354,2024-08-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2024-09-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2024-10-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2024-11-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2024-12-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-01-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-02-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-03-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101354,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2024-08-01
C101360,2024-12-01,Business,99.0,Meta Ads,Paid,India,2024-12-01
C101360,2025-01-01,Business,99.0,Meta Ads,Paid,India,2024-12-01
C101360,2025-02-01,Business,99.0,Meta Ads,Paid,India,2024-12-01
C101360,2025-03-01,Business,99.0,Meta Ads,Paid,India,2024-12-01
C101360,2025-04-01,Business,99.0,Meta Ads,Paid,India,2024-12-01
C101360,2025-05-01,Business,99.0,Meta Ads,Paid,India,2024-12-01
C101362,2025-11-01,Pro,29.0,Google Ads,Paid,India,2025-11-01
C101362,2025-12-01,Pro,29.0,Google Ads,Paid,India,2025-11-01
C101362,2026-01-01,Pro,29.0,Google Ads,Paid,India,2025-11-01
C101365,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101365,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101365,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101365,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101365,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101365,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101365,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,United Kingdom,2025-04-01
C101369,2025-07-01,Pro,29.0,Organic Search,Organic,United Kingdom,2025-07-01
C101369,2025-08-01,Pro,29.0,Organic Search,Organic,United Kingdom,2025-07-01
C101372,2025-03-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-04-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-05-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-06-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-07-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-08-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-09-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-10-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-11-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2025-12-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101372,2026-01-01,Free,0.0,Organic Search,Organic,India,2025-03-01
C101376,2024-07-01,Pro,29.0,Organic Search,Organic,India,2024-07-01
C101379,2025-11-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-11-01
C101379,2025-12-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-11-01
C101379,2026-01-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-11-01
C101385,2025-07-01,Free,0.0,Referral,Organic,UAE,2025-07-01
C101385,2025-08-01,Free,0.0,Referral,Organic,UAE,2025-07-01
C101385,2025-09-01,Free,0.0,Referral,Organic,UAE,2025-07-01
C101385,2025-10-01,Free,0.0,Referral,Organic,UAE,2025-07-01
C101385,2025-11-01,Free,0.0,Referral,Organic,UAE,2025-07-01
C101385,2025-12-01,Free,0.0,Referral,Organic,UAE,2025-07-01
C101388,2025-11-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-11-01
C101388,2025-12-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-11-01
C101388,2026-01-01,Free,0.0,Google Ads,Paid,United Kingdom,2025-11-01
C101392,2025-05-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-06-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-07-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-08-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-09-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-10-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-11-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2025-12-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101392,2026-01-01,Business,99.0,Organic Search,Organic,India,2025-05-01
C101395,2024-07-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2024-08-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2024-09-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2024-10-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2024-11-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2024-12-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-01-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-02-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-03-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-04-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-05-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-06-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-07-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-08-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-09-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-10-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-11-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2025-12-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101395,2026-01-01,Pro,29.0,Organic Search,Organic,United Kingdom,2024-07-01
C101396,2025-03-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-04-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-05-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-06-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-07-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-08-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-09-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-10-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-11-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2025-12-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101396,2026-01-01,Pro,29.0,Direct,Organic,Singapore,2025-03-01
C101400,2024-07-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2024-08-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2024-09-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2024-10-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2024-11-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2024-12-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-01-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-02-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-03-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-04-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-05-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-06-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-07-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-08-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-09-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-10-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-11-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2025-12-01,Free,0.0,Referral,Organic,India,2024-07-01
C101400,2026-01-01,Free,0.0,Referral,Organic,India,2024-07-01
C101405,2024-11-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2024-12-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-01-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-02-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-03-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-04-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-05-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-06-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-07-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-08-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-09-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-10-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-11-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2025-12-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101405,2026-01-01,Pro,29.0,Referral,Organic,India,2024-11-01
C101418,2025-06-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2025-07-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2025-08-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2025-09-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2025-10-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2025-11-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2025-12-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101418,2026-01-01,Free,0.0,LinkedIn Ads,Paid,Singapore,2025-06-01
C101419,2025-12-01,Pro,29.0,Organic Search,Organic,India,2025-12-01
C101419,2026-01-01,Pro,29.0,Organic Search,Organic,India,2025-12-01
C101423,2024-05-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-06-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-07-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-08-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-09-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-10-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-11-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2024-12-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2025-01-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2025-02-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2025-03-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2025-04-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2025-05-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101423,2025-06-01,Pro,29.0,Referral,Organic,United States,2024-05-01
C101431,2025-07-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101431,2025-08-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101431,2025-09-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101431,2025-10-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101431,2025-11-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101431,2025-12-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101431,2026-01-01,Business,99.0,Referral,Organic,Singapore,2025-07-01
C101438,2025-01-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-02-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-03-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-04-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-05-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-06-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-07-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
C101438,2025-08-01,Pro,29.0,Referral,Organic,UAE,2025-01-01
